date,state,district,pincode,demo_age_5_17,demo_age_17_
2025-11-18,Madhya Pradesh,Alirajpur,457885,0,2
2025-11-18,Madhya Pradesh,Alirajpur,457888,2,21
2025-11-18,Madhya Pradesh,Anuppur,484224,1,19
2025-11-18,Madhya Pradesh,Anuppur,484440,1,2
2025-11-18,Madhya Pradesh,Anuppur,484886,2,3
2025-11-18,Madhya Pradesh,Balaghat,481051,1,7
2025-11-18,Madhya Pradesh,Balaghat,481105,1,13
2025-11-18,Madhya Pradesh,Balaghat,481111,0,4
2025-11-18,Madhya Pradesh,Balaghat,481224,0,4
2025-11-18,Madhya Pradesh,Balaghat,481331,1,12
2025-11-18,Madhya Pradesh,Barwani,451449,0,15
2025-11-18,Madhya Pradesh,Barwani,451660,1,6
2025-11-18,Madhya Pradesh,Barwani,451666,7,67
2025-11-18,Madhya Pradesh,Barwani,451770,2,15
2025-11-18,Madhya Pradesh,Betul,460449,5,3
2025-11-18,Madhya Pradesh,Betul,460553,2,1
2025-11-18,Madhya Pradesh,Betul,460661,9,22
2025-11-18,Madhya Pradesh,Betul,461441,0,1
2025-11-18,Madhya Pradesh,Bhind,477332,1,6
2025-11-18,Madhya Pradesh,Bhopal,462002,0,1
2025-11-18,Madhya Pradesh,Bhopal,462016,2,20
2025-11-18,Madhya Pradesh,Bhopal,462024,0,5
2025-11-18,Madhya Pradesh,Bhopal,462036,0,8
2025-11-18,Madhya Pradesh,Bhopal,462044,1,10
2025-11-18,Madhya Pradesh,Bhopal,462047,2,9
2025-11-18,Madhya Pradesh,Bhopal,462420,0,15
2025-11-18,Madhya Pradesh,Bhopal,463111,0,5
2025-11-18,Madhya Pradesh,Chhatarpur,471105,1,8
2025-11-18,Madhya Pradesh,Chhatarpur,471111,2,14
2025-11-18,Madhya Pradesh,Chhatarpur,471201,6,25
2025-11-18,Madhya Pradesh,Chhatarpur,471405,1,42
2025-11-18,Madhya Pradesh,Chhatarpur,471515,3,34
2025-11-18,Madhya Pradesh,Chhatarpur,471625,1,4
2025-11-18,Madhya Pradesh,Chhindwara,480105,1,3
2025-11-18,Madhya Pradesh,Chhindwara,480107,2,9
2025-11-18,Madhya Pradesh,Chhindwara,480109,1,5
2025-11-18,Madhya Pradesh,Chhindwara,480110,2,9
2025-11-18,Madhya Pradesh,Chhindwara,480112,1,0
2025-11-18,Madhya Pradesh,Chhindwara,480221,1,20
2025-11-18,Madhya Pradesh,Chhindwara,480331,2,8
2025-11-18,Madhya Pradesh,Chhindwara,480338,0,2
2025-11-18,Madhya Pradesh,Chhindwara,480441,2,25
2025-11-18,Madhya Pradesh,Chhindwara,480447,1,7
2025-11-18,Madhya Pradesh,Chhindwara,480559,2,12
2025-11-18,Madhya Pradesh,Damoh,470664,1,9
2025-11-18,Madhya Pradesh,Damoh,470673,1,17
2025-11-18,Madhya Pradesh,Dewas,455001,10,56
2025-11-18,Madhya Pradesh,Dewas,455115,1,2
2025-11-18,Madhya Pradesh,Dewas,455118,2,20
2025-11-18,Madhya Pradesh,Dewas,455336,0,7
2025-11-18,Madhya Pradesh,Dewas,455339,0,3
2025-11-18,Madhya Pradesh,Dewas,456664,0,1
2025-11-18,Madhya Pradesh,Dhar,454441,1,13
2025-11-18,Madhya Pradesh,East Nimar,450112,0,2
2025-11-18,Madhya Pradesh,East Nimar,450661,1,6
2025-11-18,Madhya Pradesh,East Nimar,450771,0,3
2025-11-18,Madhya Pradesh,East Nimar,450991,1,1
2025-11-18,Madhya Pradesh,Guna,473101,1,27
2025-11-18,Madhya Pradesh,Guna,473110,0,8
2025-11-18,Madhya Pradesh,Guna,473226,0,10
2025-11-18,Madhya Pradesh,Guna,473287,3,23
2025-11-18,Madhya Pradesh,Guna,473446,0,2
2025-11-18,Madhya Pradesh,Gwalior,474012,1,27
2025-11-18,Madhya Pradesh,Harda *,461251,0,2
2025-11-18,Madhya Pradesh,Hoshangabad,461001,2,16
2025-11-18,Madhya Pradesh,Indore,452001,9,76
2025-11-18,Madhya Pradesh,Indore,452003,2,18
2025-11-18,Madhya Pradesh,Indore,452010,9,71
2025-11-18,Madhya Pradesh,Indore,452015,3,38
2025-11-18,Madhya Pradesh,Indore,453111,1,10
2025-11-18,Madhya Pradesh,Indore,453112,0,7
2025-11-18,Madhya Pradesh,Jabalpur,482021,0,15
2025-11-18,Madhya Pradesh,Jabalpur,482051,1,13
2025-11-18,Madhya Pradesh,Jabalpur,483220,2,18
2025-11-18,Madhya Pradesh,Jabalpur,483222,2,10
2025-11-18,Madhya Pradesh,Jabalpur,483334,0,11
2025-11-18,Madhya Pradesh,Jhabua,457001,0,1
2025-11-18,Madhya Pradesh,Jhabua,457775,1,27
2025-11-18,Madhya Pradesh,Jhabua,457779,4,65
2025-11-18,Madhya Pradesh,Katni,483225,1,2
2025-11-18,Madhya Pradesh,Katni,483440,0,10
2025-11-18,Madhya Pradesh,Katni,483770,6,32
2025-11-18,Madhya Pradesh,Khandwa,450114,0,6
2025-11-18,Madhya Pradesh,Khandwa,450116,1,3
2025-11-18,Madhya Pradesh,Khandwa,450661,1,7
2025-11-18,Madhya Pradesh,Khargone,450551,0,1
2025-11-18,Madhya Pradesh,Khargone,451111,1,7
2025-11-18,Madhya Pradesh,Khargone,451113,0,11
2025-11-18,Madhya Pradesh,Khargone,451220,0,1
2025-11-18,Madhya Pradesh,Khargone,451224,1,12
2025-11-18,Madhya Pradesh,Khargone,451331,1,12
2025-11-18,Madhya Pradesh,Khargone,451332,1,19
2025-11-18,Madhya Pradesh,Khargone,451440,0,3
2025-11-18,Madhya Pradesh,Maihar,485881,0,8
2025-11-18,Madhya Pradesh,Mandla,481661,4,35
2025-11-18,Madhya Pradesh,Mandla,481771,1,3
2025-11-18,Madhya Pradesh,Mandsaur,458556,2,16
2025-11-18,Madhya Pradesh,Mandsaur,458664,0,13
2025-11-18,Madhya Pradesh,Mandsaur,458883,3,16
2025-11-18,Madhya Pradesh,Mauganj,486331,0,5
2025-11-18,Madhya Pradesh,Narsimhapur,487221,1,12
2025-11-18,Madhya Pradesh,Narsimhapur,487551,1,6
2025-11-18,Madhya Pradesh,Narsimhapur,487661,0,1
2025-11-18,Madhya Pradesh,Narsinghpur,487334,0,4
2025-11-18,Madhya Pradesh,Neemuch,458110,2,19
2025-11-18,Madhya Pradesh,Neemuch,458220,0,8
2025-11-18,Madhya Pradesh,Neemuch,458330,5,8
2025-11-18,Madhya Pradesh,Neemuch,458470,1,2
2025-11-18,Madhya Pradesh,Niwari,472442,0,1
2025-11-18,Madhya Pradesh,Pandhurna,480106,0,1
2025-11-18,Madhya Pradesh,Panna,488050,0,1
2025-11-18,Madhya Pradesh,Panna,488442,6,20
2025-11-18,Madhya Pradesh,Raisen,462046,3,23
2025-11-18,Madhya Pradesh,Raisen,464774,1,13
2025-11-18,Madhya Pradesh,Raisen,464776,0,4
2025-11-18,Madhya Pradesh,Raisen,464884,2,14
2025-11-18,Madhya Pradesh,Rajgarh,465680,0,10
2025-11-18,Madhya Pradesh,Rajgarh,465685,0,5
2025-11-18,Madhya Pradesh,Rajgarh,465687,3,12
2025-11-18,Madhya Pradesh,Rajgarh,465691,0,15
2025-11-18,Madhya Pradesh,Ratlam,457340,0,3
2025-11-18,Madhya Pradesh,Rewa,486002,0,1
2025-11-18,Madhya Pradesh,Rewa,486003,0,4
2025-11-18,Madhya Pradesh,Rewa,486006,0,2
2025-11-18,Madhya Pradesh,Rewa,486220,3,18
2025-11-18,Madhya Pradesh,Rewa,486226,4,18
2025-11-18,Madhya Pradesh,Rewa,486331,0,33
2025-11-18,Madhya Pradesh,Rewa,486341,2,5
2025-11-18,Madhya Pradesh,Rewa,486440,0,7
2025-11-18,Madhya Pradesh,Rewa,486441,5,20
2025-11-18,Madhya Pradesh,Rewa,486446,2,13
2025-11-18,Madhya Pradesh,Rewa,486450,0,5
2025-11-18,Madhya Pradesh,Sagar,470002,15,41
2025-11-18,Madhya Pradesh,Sagar,470115,1,16
2025-11-18,Madhya Pradesh,Sagar,470117,2,21
2025-11-18,Madhya Pradesh,Sagar,470118,0,5
2025-11-18,Madhya Pradesh,Sagar,470235,0,11
2025-11-18,Madhya Pradesh,Sagar,470337,1,8
2025-11-18,Madhya Pradesh,Satna,485112,0,2
2025-11-18,Madhya Pradesh,Satna,485331,2,16
2025-11-18,Madhya Pradesh,Satna,485334,1,7
2025-11-18,Madhya Pradesh,Satna,485772,2,12
2025-11-18,Madhya Pradesh,Satna,486445,1,2
2025-11-18,Madhya Pradesh,Sehore,466118,0,1
2025-11-18,Madhya Pradesh,Sehore,466125,0,1
2025-11-18,Madhya Pradesh,Sehore,466221,0,6
2025-11-18,Madhya Pradesh,Sehore,466661,0,2
2025-11-18,Madhya Pradesh,Seoni,480667,1,16
2025-11-18,Madhya Pradesh,Seoni,480771,2,7
2025-11-18,Madhya Pradesh,Seoni,480990,2,11
2025-11-18,Madhya Pradesh,Shajapur,465223,0,2
2025-11-18,Madhya Pradesh,Shajapur,465333,1,18
2025-11-18,Madhya Pradesh,Shajapur,465447,2,18
2025-11-18,Madhya Pradesh,Sheopur,476332,6,25
2025-11-18,Madhya Pradesh,Sheopur,476335,4,22
2025-11-18,Madhya Pradesh,Sheopur,476339,1,15
2025-11-18,Madhya Pradesh,Singrauli,486881,4,22
2025-11-18,Madhya Pradesh,Singrauli,486890,0,4
2025-11-18,Madhya Pradesh,Tikamgarh,472001,5,27
2025-11-18,Madhya Pradesh,Tikamgarh,472115,2,21
2025-11-18,Madhya Pradesh,Tikamgarh,472221,1,24
2025-11-18,Madhya Pradesh,Tikamgarh,472246,2,15
2025-11-18,Madhya Pradesh,Tikamgarh,472338,0,25
2025-11-18,Madhya Pradesh,Tikamgarh,472339,0,1
2025-11-18,Madhya Pradesh,Tikamgarh,472446,0,3
2025-11-18,Madhya Pradesh,Ujjain,456440,2,9
2025-11-18,Madhya Pradesh,Ujjain,456550,4,23
2025-11-18,Madhya Pradesh,Umaria,484552,0,3
2025-11-18,Madhya Pradesh,Vidisha,464226,1,4
2025-11-18,Madhya Pradesh,Vidisha,464337,0,10
2025-11-18,Madhya Pradesh,West Nimar,451441,0,1
2025-11-19,Madhya Pradesh,Agar Malwa,465550,0,3
2025-11-19,Madhya Pradesh,Balaghat,481051,2,11
2025-11-19,Madhya Pradesh,Balaghat,481335,2,14
2025-11-19,Madhya Pradesh,Balaghat,481556,0,5
2025-11-19,Madhya Pradesh,Barwani,451442,1,4
2025-11-19,Madhya Pradesh,Barwani,451551,7,59
2025-11-19,Madhya Pradesh,Betul,460440,9,12
2025-11-19,Madhya Pradesh,Betul,460449,2,26
2025-11-19,Madhya Pradesh,Betul,460661,13,23
2025-11-19,Madhya Pradesh,Betul,460663,3,14
2025-11-19,Madhya Pradesh,Bhind,477332,0,5
2025-11-19,Madhya Pradesh,Bhind,477333,0,8
2025-11-19,Madhya Pradesh,Bhind,477445,5,35
2025-11-19,Madhya Pradesh,Bhind,477446,0,9
2025-11-19,Madhya Pradesh,Bhind,477447,1,13
2025-11-19,Madhya Pradesh,Bhopal,462001,10,100
2025-11-19,Madhya Pradesh,Bhopal,462004,1,8
2025-11-19,Madhya Pradesh,Bhopal,462018,0,2
2025-11-19,Madhya Pradesh,Bhopal,462024,2,10
2025-11-19,Madhya Pradesh,Bhopal,462038,4,26
2025-11-19,Madhya Pradesh,Bhopal,462043,4,24
2025-11-19,Madhya Pradesh,Bhopal,462101,2,14
2025-11-19,Madhya Pradesh,Chhatarpur,471001,3,67
2025-11-19,Madhya Pradesh,Chhatarpur,471105,3,15
2025-11-19,Madhya Pradesh,Chhatarpur,471315,1,17
2025-11-19,Madhya Pradesh,Chhatarpur,471405,2,51
2025-11-19,Madhya Pradesh,Chhindwara,480106,3,9
2025-11-19,Madhya Pradesh,Chhindwara,480107,1,18
2025-11-19,Madhya Pradesh,Chhindwara,480109,2,1
2025-11-19,Madhya Pradesh,Chhindwara,480221,1,24
2025-11-19,Madhya Pradesh,Chhindwara,480223,3,13
2025-11-19,Madhya Pradesh,Chhindwara,480334,6,13
2025-11-19,Madhya Pradesh,Chhindwara,480337,1,2
2025-11-19,Madhya Pradesh,Chhindwara,480551,2,27
2025-11-19,Madhya Pradesh,Chhindwara,480554,1,2
2025-12-01,Madhya Pradesh,Agar Malwa,465230,0,11
2025-12-01,Madhya Pradesh,Alirajpur,457885,0,8
2025-12-01,Madhya Pradesh,Anuppur,484113,3,5
2025-12-01,Madhya Pradesh,Anuppur,484220,2,0
2025-12-01,Madhya Pradesh,Anuppur,484330,0,11
2025-12-01,Madhya Pradesh,Anuppur,484446,3,10
2025-12-01,Madhya Pradesh,Anuppur,484886,0,12
2025-12-01,Madhya Pradesh,Balaghat,481116,0,4
2025-12-01,Madhya Pradesh,Balaghat,481441,1,10
2025-12-01,Madhya Pradesh,Balaghat,481556,2,3
2025-12-01,Madhya Pradesh,Balaghat,481663,0,1
2025-12-01,Madhya Pradesh,Balaghat,481879,0,1
2025-12-01,Madhya Pradesh,Barwani,451449,4,18
2025-12-01,Madhya Pradesh,Barwani,451551,8,57
2025-12-01,Madhya Pradesh,Barwani,451556,5,21
2025-12-01,Madhya Pradesh,Barwani,451770,11,19
2025-12-01,Madhya Pradesh,Betul,460220,8,32
2025-12-01,Madhya Pradesh,Bhind,477227,2,11
2025-12-01,Madhya Pradesh,Bhind,477335,4,12
2025-12-01,Madhya Pradesh,Bhind,477449,1,3
2025-12-01,Madhya Pradesh,Bhind,477555,4,15
2025-12-01,Madhya Pradesh,Bhopal,462001,14,69
2025-12-01,Madhya Pradesh,Bhopal,462007,0,2
2025-12-01,Madhya Pradesh,Bhopal,462022,5,52
2025-12-01,Madhya Pradesh,Bhopal,462031,0,1
2025-12-01,Madhya Pradesh,Bhopal,462032,1,0
2025-12-01,Madhya Pradesh,Bhopal,462039,1,3
2025-12-01,Madhya Pradesh,Bhopal,462066,1,0
2025-12-01,Madhya Pradesh,Chhatarpur,471313,7,23
2025-12-01,Madhya Pradesh,Chhatarpur,471625,1,12
2025-12-01,Madhya Pradesh,Chhindwara,480001,10,76
2025-12-01,Madhya Pradesh,Chhindwara,480109,0,2
2025-12-01,Madhya Pradesh,Chhindwara,480115,2,14
2025-12-01,Madhya Pradesh,Chhindwara,480447,1,10
2025-12-01,Madhya Pradesh,Chhindwara,480554,0,1
2025-12-01,Madhya Pradesh,Damoh,470661,9,50
2025-12-01,Madhya Pradesh,Damoh,470772,1,12
2025-12-01,Madhya Pradesh,Damoh,470881,1,8
2025-12-01,Madhya Pradesh,Datia,475671,2,5
2025-12-01,Madhya Pradesh,Datia,475673,0,13
2025-12-01,Madhya Pradesh,Datia,475682,2,19
2025-12-01,Madhya Pradesh,Dewas,455001,7,69
2025-12-01,Madhya Pradesh,Dewas,455332,0,21
2025-12-01,Madhya Pradesh,Dhar,454001,4,85
2025-12-01,Madhya Pradesh,Dhar,454010,1,15
2025-12-01,Madhya Pradesh,Dhar,454331,9,51
2025-12-01,Madhya Pradesh,Dhar,454365,0,1
2025-12-01,Madhya Pradesh,East Nimar,450001,6,19
2025-12-01,Madhya Pradesh,East Nimar,450112,1,2
2025-12-01,Madhya Pradesh,East Nimar,450551,0,4
2025-12-01,Madhya Pradesh,East Nimar,450554,0,4
2025-12-01,Madhya Pradesh,Guna,473001,9,60
2025-12-01,Madhya Pradesh,Guna,473105,2,41
2025-12-01,Madhya Pradesh,Gwalior,474005,3,22
2025-12-01,Madhya Pradesh,Gwalior,474009,4,18
2025-12-01,Madhya Pradesh,Gwalior,474010,2,17
2025-12-01,Madhya Pradesh,Gwalior,475110,8,53
2025-12-01,Madhya Pradesh,Harda,461441,1,20
2025-12-01,Madhya Pradesh,Hoshangabad,461771,2,12
2025-12-01,Madhya Pradesh,Indore,452003,2,29
2025-12-01,Madhya Pradesh,Indore,452010,13,109
2025-12-01,Madhya Pradesh,Indore,452011,2,19
2025-12-01,Madhya Pradesh,Indore,452014,2,5
2025-12-01,Madhya Pradesh,Indore,452018,2,14
2025-12-01,Madhya Pradesh,Indore,452020,1,35
2025-12-01,Madhya Pradesh,Indore,453001,2,33
2025-12-01,Madhya Pradesh,Indore,453111,2,10
2025-12-01,Madhya Pradesh,Indore,453112,2,11
2025-12-01,Madhya Pradesh,Jabalpur,482004,7,31
2025-12-01,Madhya Pradesh,Jabalpur,482020,0,8
2025-12-01,Madhya Pradesh,Jhabua,457661,9,89
2025-12-01,Madhya Pradesh,Katni,483440,3,14
2025-12-01,Madhya Pradesh,Katni,483504,0,7
2025-12-01,Madhya Pradesh,Katni,483880,7,20
2025-12-01,Madhya Pradesh,Katni,483990,4,14
2025-12-01,Madhya Pradesh,Khargone,451335,0,14
2025-12-01,Madhya Pradesh,Khargone,451660,0,2
2025-12-01,Madhya Pradesh,Maihar,485773,0,5
2025-12-01,Madhya Pradesh,Maihar,485778,0,2
2025-12-01,Madhya Pradesh,Mandla,481995,7,37
2025-12-01,Madhya Pradesh,Mandsaur,458389,1,7
2025-12-01,Madhya Pradesh,Mandsaur,458556,3,19
2025-12-01,Madhya Pradesh,Mandsaur,458558,2,17
2025-12-01,Madhya Pradesh,Mandsaur,458771,1,1
2025-12-01,Madhya Pradesh,Mandsaur,458778,3,10
2025-12-01,Madhya Pradesh,Mandsaur,458880,2,27
2025-12-01,Madhya Pradesh,Mauganj,486335,0,3
2025-12-01,Madhya Pradesh,Morena,476219,7,21
2025-12-01,Madhya Pradesh,Morena,476221,9,58
2025-12-01,Madhya Pradesh,Morena,476554,2,16
2025-12-01,Madhya Pradesh,Narmadapuram,461001,0,8
2025-12-01,Madhya Pradesh,Narmadapuram,461223,0,2
2025-12-01,Madhya Pradesh,Narmadapuram,461661,0,4
2025-12-01,Madhya Pradesh,Narsimhapur,487221,0,4
2025-12-01,Madhya Pradesh,Narsimhapur,487337,1,1
2025-12-01,Madhya Pradesh,Narsimhapur,487441,0,3
2025-12-01,Madhya Pradesh,Narsimhapur,487555,1,3
2025-12-01,Madhya Pradesh,Narsinghpur,487555,3,9
2025-12-01,Madhya Pradesh,Narsinghpur,487771,5,5
2025-12-01,Madhya Pradesh,Narsinghpur,487881,0,2
2025-12-01,Madhya Pradesh,Neemuch,458113,0,8
2025-12-01,Madhya Pradesh,Neemuch,458553,0,2
2025-12-01,Madhya Pradesh,Niwari,472447,0,2
2025-12-01,Madhya Pradesh,Pandhurna,480105,0,2
2025-12-01,Madhya Pradesh,Pandhurna,480334,0,5
2025-12-01,Madhya Pradesh,Panna,488051,2,5
2025-12-01,Madhya Pradesh,Panna,488222,2,12
2025-12-01,Madhya Pradesh,Raisen,464551,6,39
2025-12-01,Madhya Pradesh,Raisen,464651,0,5
2025-12-01,Madhya Pradesh,Raisen,464884,1,15
2025-12-01,Madhya Pradesh,Rajgarh,465667,2,11
2025-12-01,Madhya Pradesh,Ratlam,457114,4,26
2025-12-01,Madhya Pradesh,Ratlam,457333,1,5
2025-12-01,Madhya Pradesh,Ratlam,457336,0,9
2025-12-01,Madhya Pradesh,Ratlam,457339,2,2
2025-12-01,Madhya Pradesh,Ratlam,457550,2,18
2025-12-01,Madhya Pradesh,Rewa,486001,8,70
2025-12-01,Madhya Pradesh,Rewa,486005,0,4
2025-12-01,Madhya Pradesh,Rewa,486340,3,6
2025-12-01,Madhya Pradesh,Rewa,486445,6,16
2025-12-01,Madhya Pradesh,Rewa,486446,3,6
2025-12-01,Madhya Pradesh,Rewa,486447,3,21
2025-12-01,Madhya Pradesh,Rewa,486448,0,10
2025-12-01,Madhya Pradesh,Sagar,470004,1,15
2025-12-01,Madhya Pradesh,Sagar,470235,6,26
2025-12-01,Madhya Pradesh,Satna,485441,1,7
2025-12-01,Madhya Pradesh,Satna,485775,3,22
2025-12-01,Madhya Pradesh,Satna,486445,3,7
2025-12-01,Madhya Pradesh,Sehore,466111,0,8
2025-12-01,Madhya Pradesh,Sehore,466116,1,20
2025-12-01,Madhya Pradesh,Sehore,466554,1,5
2025-12-01,Madhya Pradesh,Seoni,480884,4,18
2025-12-01,Madhya Pradesh,Seoni,480991,5,13
2025-12-01,Madhya Pradesh,Shahdol,484001,3,42
2025-12-01,Madhya Pradesh,Shahdol,484110,6,34
2025-12-01,Madhya Pradesh,Shahdol,484117,0,6
2025-12-01,Madhya Pradesh,Shahdol,484776,2,10
2025-12-01,Madhya Pradesh,Shajapur,465106,0,1
2025-12-01,Madhya Pradesh,Shajapur,465110,1,5
2025-12-01,Madhya Pradesh,Shajapur,465226,0,16
2025-12-01,Madhya Pradesh,Shajapur,465227,3,6
2025-12-01,Madhya Pradesh,Shajapur,465440,0,2
2025-12-01,Madhya Pradesh,Sheopur,476355,2,16
2025-12-01,Madhya Pradesh,Shivpuri,473781,0,27
2025-12-01,Madhya Pradesh,Shivpuri,473990,3,21
2025-12-01,Madhya Pradesh,Shivpuri,473995,6,42
2025-12-01,Madhya Pradesh,Shivpuri,475001,0,1
2025-12-01,Madhya Pradesh,Sidhi,486771,4,43
2025-12-01,Madhya Pradesh,Singrauli,486670,0,7
2025-12-01,Madhya Pradesh,Singrauli,486889,2,18
2025-12-01,Madhya Pradesh,Singrauli,486890,0,2
2025-12-01,Madhya Pradesh,Tikamgarh,472005,5,4
2025-12-01,Madhya Pradesh,Tikamgarh,472101,2,16
2025-12-01,Madhya Pradesh,Tikamgarh,472118,4,21
2025-12-01,Madhya Pradesh,Tikamgarh,472445,1,6
2025-12-01,Madhya Pradesh,Ujjain,456001,5,56
2025-12-01,Madhya Pradesh,Ujjain,456003,0,2
2025-12-01,Madhya Pradesh,Ujjain,456221,0,13
2025-12-01,Madhya Pradesh,Ujjain,456222,4,15
2025-12-01,Madhya Pradesh,Ujjain,456668,1,10
2025-12-01,Madhya Pradesh,Umaria,484001,2,8
2025-12-01,Madhya Pradesh,Umaria,484660,2,20
2025-12-01,Madhya Pradesh,Vidisha,464111,2,16
2025-12-01,Madhya Pradesh,Vidisha,464258,2,2
2025-12-01,Madhya Pradesh,Vidisha,464337,0,9
2025-12-01,Madhya Pradesh,West Nimar,450331,0,1
2025-12-01,Madhya Pradesh,West Nimar,451113,0,1
2025-12-01,Madhya Pradesh,West Nimar,451115,1,1
2025-12-01,Madhya Pradesh,West Nimar,451335,0,1
2025-12-01,Madhya Pradesh,West Nimar,451442,0,2
2025-12-02,Madhya Pradesh,Alirajpur,457888,6,65
2025-12-02,Madhya Pradesh,Alirajpur,457893,4,27
2025-12-02,Madhya Pradesh,Alirajpur,457990,13,61
2025-12-02,Madhya Pradesh,Anuppur,484220,1,0
2025-12-02,Madhya Pradesh,Anuppur,484444,0,11
2025-12-02,Madhya Pradesh,Ashok Nagar,473885,0,1
2025-12-02,Madhya Pradesh,Balaghat,481111,1,7
2025-12-02,Madhya Pradesh,Balaghat,481556,2,10
2025-12-03,Madhya Pradesh,Agar Malwa,465441,2,16
2025-12-03,Madhya Pradesh,Alirajpur,457990,9,45
2025-12-03,Madhya Pradesh,Anuppur,484334,2,22
2025-12-03,Madhya Pradesh,Anuppur,484881,7,31
2025-12-03,Madhya Pradesh,Anuppur,484886,0,12
2025-12-03,Madhya Pradesh,Balaghat,481102,1,4
2025-12-03,Madhya Pradesh,Balaghat,481116,1,5
2025-12-03,Madhya Pradesh,Balaghat,481337,1,7
2025-12-03,Madhya Pradesh,Betul,460443,3,10
2025-12-03,Madhya Pradesh,Betul,460447,1,7
2025-12-03,Madhya Pradesh,Betul,460554,3,8
2025-12-03,Madhya Pradesh,Bhind,477105,2,9
2025-12-03,Madhya Pradesh,Bhind,477116,5,22
2025-12-03,Madhya Pradesh,Bhind,477117,0,9
2025-12-03,Madhya Pradesh,Bhind,477222,0,7
2025-12-03,Madhya Pradesh,Bhind,477331,0,15
2025-12-03,Madhya Pradesh,Bhind,477445,2,15
2025-12-03,Madhya Pradesh,Bhind,477447,5,12
2025-12-03,Madhya Pradesh,Bhind,477557,7,25
2025-12-03,Madhya Pradesh,Bhopal,462004,1,3
2025-12-03,Madhya Pradesh,Bhopal,462008,1,16
2025-12-03,Madhya Pradesh,Bhopal,462013,1,0
2025-12-03,Madhya Pradesh,Bhopal,462030,3,20
2025-12-03,Madhya Pradesh,Bhopal,462037,3,7
2025-12-03,Madhya Pradesh,Bhopal,462041,3,10
2025-12-03,Madhya Pradesh,Chhatarpur,471101,1,9
2025-12-03,Madhya Pradesh,Chhatarpur,471105,2,26
2025-12-03,Madhya Pradesh,Chhatarpur,471301,5,9
2025-12-03,Madhya Pradesh,Chhindwara,480111,4,9
2025-12-03,Madhya Pradesh,Chhindwara,480221,3,16
2025-12-03,Madhya Pradesh,Chhindwara,480224,0,20
2025-12-03,Madhya Pradesh,Damoh,470661,10,44
2025-12-03,Madhya Pradesh,Damoh,470664,2,6
2025-12-03,Madhya Pradesh,Damoh,470675,0,10
2025-12-03,Madhya Pradesh,Damoh,470771,3,8
2025-12-03,Madhya Pradesh,Damoh,470772,1,6
2025-12-03,Madhya Pradesh,Damoh,470880,5,24
2025-12-03,Madhya Pradesh,Datia,475335,3,24
2025-12-03,Madhya Pradesh,Datia,475682,6,9
2025-12-03,Madhya Pradesh,Dewas,455115,1,8
2025-12-03,Madhya Pradesh,Dewas,455116,3,16
2025-12-03,Madhya Pradesh,Dewas,455223,0,14
2025-12-03,Madhya Pradesh,Dewas,455339,0,3
2025-12-03,Madhya Pradesh,Dhar,454111,5,24
2025-12-03,Madhya Pradesh,Dhar,454221,3,25
2025-12-03,Madhya Pradesh,Dhar,454552,3,29
2025-12-03,Madhya Pradesh,Dindori,481879,5,19
2025-12-03,Madhya Pradesh,Dindori,481885,0,3
2025-12-03,Madhya Pradesh,East Nimar,450051,0,2
2025-12-03,Madhya Pradesh,East Nimar,450337,1,2
2025-12-03,Madhya Pradesh,East Nimar,450661,2,8
2025-12-03,Madhya Pradesh,Guna,473001,11,82
2025-12-03,Madhya Pradesh,Guna,473118,1,2
2025-12-03,Madhya Pradesh,Guna,473249,0,4
2025-12-03,Madhya Pradesh,Guna,473331,0,5
2025-12-03,Madhya Pradesh,Gwalior,474010,4,18
2025-12-03,Madhya Pradesh,Gwalior,474011,6,39
2025-12-03,Madhya Pradesh,Gwalior,475002,0,13
2025-12-03,Madhya Pradesh,Gwalior,475110,11,50
2025-12-03,Madhya Pradesh,Gwalior,475115,1,5
2025-12-03,Madhya Pradesh,Harda *,461335,1,1
2025-12-03,Madhya Pradesh,Hoshangabad,461223,1,9
2025-12-03,Madhya Pradesh,Hoshangabad,461771,2,4
2025-12-03,Madhya Pradesh,Indore,452002,10,80
2025-12-03,Madhya Pradesh,Indore,452009,1,43
2025-12-03,Madhya Pradesh,Indore,452012,5,48
2025-12-03,Madhya Pradesh,Indore,453001,7,29
2025-12-03,Madhya Pradesh,Jabalpur,482003,2,67
2025-12-03,Madhya Pradesh,Jabalpur,482005,1,24
2025-12-03,Madhya Pradesh,Jhabua,457770,4,15
2025-12-03,Madhya Pradesh,Jhabua,457773,4,7
2025-12-03,Madhya Pradesh,Katni,483331,0,5
2025-12-03,Madhya Pradesh,Katni,483880,7,10
2025-12-03,Madhya Pradesh,Khandwa,450110,1,2
2025-12-03,Madhya Pradesh,Khargone,451115,5,20
2025-12-03,Madhya Pradesh,Khargone,451440,0,4
2025-12-03,Madhya Pradesh,Maihar,485115,0,1
2025-12-03,Madhya Pradesh,Maihar,485775,0,4
2025-12-03,Madhya Pradesh,Mandla,481885,3,14
2025-12-03,Madhya Pradesh,Mandla,481996,4,22
2025-12-03,Madhya Pradesh,Mandsaur,458001,4,17
2025-12-03,Madhya Pradesh,Mandsaur,458339,0,4
2025-12-03,Madhya Pradesh,Mandsaur,458556,2,10
2025-12-03,Madhya Pradesh,Mandsaur,458664,2,14
2025-12-03,Madhya Pradesh,Mandsaur,458895,3,16
