date,state,district,pincode,demo_age_5_17,demo_age_17_
2025-11-27,Madhya Pradesh,Ratlam,457001,16,148
2025-11-27,Madhya Pradesh,Ratlam,457222,0,11
2025-11-27,Madhya Pradesh,Ratlam,457226,5,20
2025-11-27,Madhya Pradesh,Ratlam,457339,0,9
2025-11-27,Madhya Pradesh,Rewa,486111,3,40
2025-11-27,Madhya Pradesh,Rewa,486115,1,14
2025-11-27,Madhya Pradesh,Rewa,486340,0,15
2025-11-27,Madhya Pradesh,Rewa,486445,1,12
2025-11-27,Madhya Pradesh,Rewa,486450,0,9
2025-11-27,Madhya Pradesh,Rewa,486556,5,44
2025-11-27,Madhya Pradesh,Sagar,470111,0,7
2025-11-27,Madhya Pradesh,Sagar,470229,0,2
2025-11-27,Madhya Pradesh,Sagar,470335,5,50
2025-11-27,Madhya Pradesh,Sagar,470441,1,17
2025-11-27,Madhya Pradesh,Satna,485113,1,8
2025-11-27,Madhya Pradesh,Satna,485447,2,7
2025-11-27,Madhya Pradesh,Satna,485666,2,9
2025-11-27,Madhya Pradesh,Satna,485775,0,30
2025-11-27,Madhya Pradesh,Satna,485778,2,10
2025-11-27,Madhya Pradesh,Sehore,466554,2,4
2025-11-27,Madhya Pradesh,Sehore,466665,0,4
2025-11-27,Madhya Pradesh,Seoni,480880,0,8
2025-11-27,Madhya Pradesh,Seoni,480997,5,26
2025-11-27,Madhya Pradesh,Shahdol,484110,2,40
2025-11-27,Madhya Pradesh,Shahdol,484770,1,14
2025-11-27,Madhya Pradesh,Shahdol,484771,4,25
2025-11-27,Madhya Pradesh,Shahdol,484774,5,51
2025-11-27,Madhya Pradesh,Shajapur,465106,1,5
2025-11-27,Madhya Pradesh,Shajapur,465110,0,7
2025-11-27,Madhya Pradesh,Shajapur,465333,0,29
2025-11-27,Madhya Pradesh,Shajapur,465445,1,12
2025-11-27,Madhya Pradesh,Shivpuri,473665,3,28
2025-11-27,Madhya Pradesh,Sidhi,486884,0,6
2025-11-27,Madhya Pradesh,Singrauli,486885,0,5
2025-11-27,Madhya Pradesh,Singrauli,486889,1,27
2025-11-27,Madhya Pradesh,Tikamgarh,472005,0,5
2025-11-27,Madhya Pradesh,Tikamgarh,472111,0,25
2025-11-27,Madhya Pradesh,Tikamgarh,472338,1,56
2025-11-27,Madhya Pradesh,Ujjain,456331,1,12
2025-11-27,Madhya Pradesh,Ujjain,456337,1,10
2025-11-27,Madhya Pradesh,Ujjain,456443,0,19
2025-11-27,Madhya Pradesh,Ujjain,456771,3,18
2025-11-27,Madhya Pradesh,Umaria,484555,3,22
2025-11-27,Madhya Pradesh,Vidisha,464228,9,46
2025-11-27,Madhya Pradesh,Vidisha,464331,4,28
2025-11-27,Madhya Pradesh,West Nimar,450661,0,1
2025-11-27,Madhya Pradesh,West Nimar,451335,0,1
2025-11-28,Madhya Pradesh,Agar Malwa,465445,1,4
2025-11-28,Madhya Pradesh,Agar Malwa,465447,3,22
2025-11-28,Madhya Pradesh,Alirajpur,457882,5,26
2025-11-28,Madhya Pradesh,Anuppur,484336,1,13
2025-11-28,Madhya Pradesh,Anuppur,484444,1,7
2025-11-28,Madhya Pradesh,Ashok Nagar,473440,0,10
2025-11-28,Madhya Pradesh,Balaghat,480661,0,1
2025-11-28,Madhya Pradesh,Balaghat,481102,1,9
2025-11-28,Madhya Pradesh,Balaghat,481117,0,6
2025-11-28,Madhya Pradesh,Balaghat,481224,0,9
2025-11-28,Madhya Pradesh,Balaghat,481445,0,19
2025-11-28,Madhya Pradesh,Barwani,451442,0,2
2025-11-28,Madhya Pradesh,Barwani,451660,0,14
2025-11-28,Madhya Pradesh,Barwani,451770,5,29
2025-11-28,Madhya Pradesh,Betul,460004,2,8
2025-11-28,Madhya Pradesh,Betul,460554,2,5
2025-11-28,Madhya Pradesh,Betul,460661,7,8
2025-11-28,Madhya Pradesh,Bhind,477116,1,25
2025-11-28,Madhya Pradesh,Bhind,477222,0,20
2025-11-28,Madhya Pradesh,Bhind,477332,0,6
2025-11-28,Madhya Pradesh,Bhind,477449,2,10
2025-11-28,Madhya Pradesh,Bhind,477660,4,31
2025-11-28,Madhya Pradesh,Bhopal,462002,0,1
2025-11-28,Madhya Pradesh,Bhopal,462008,3,15
2025-11-28,Madhya Pradesh,Bhopal,462030,1,16
2025-11-28,Madhya Pradesh,Bhopal,462039,3,6
2025-11-28,Madhya Pradesh,Bhopal,462041,3,7
2025-11-28,Madhya Pradesh,Bhopal,462047,1,4
2025-11-28,Madhya Pradesh,Bhopal,462420,0,16
2025-11-28,Madhya Pradesh,Burhanpur,450221,1,15
2025-11-28,Madhya Pradesh,Chhatarpur,471105,4,13
2025-11-28,Madhya Pradesh,Chhatarpur,471405,2,43
2025-11-28,Madhya Pradesh,Chhatarpur,471411,1,18
2025-11-28,Madhya Pradesh,Chhatarpur,471501,3,17
2025-11-28,Madhya Pradesh,Chhatarpur,471606,3,9
2025-11-28,Madhya Pradesh,Chhindwara,460663,0,4
2025-11-28,Madhya Pradesh,Chhindwara,480108,0,4
2025-11-28,Madhya Pradesh,Chhindwara,480334,1,8
2025-11-28,Madhya Pradesh,Chhindwara,480449,1,2
2025-11-28,Madhya Pradesh,Chhindwara,480551,4,47
2025-11-28,Madhya Pradesh,Chhindwara,480553,0,1
2025-11-28,Madhya Pradesh,Damoh,470666,3,12
2025-11-28,Madhya Pradesh,Damoh,470675,1,12
2025-11-28,Madhya Pradesh,Damoh,470772,0,13
2025-11-28,Madhya Pradesh,Damoh,470775,4,75
2025-11-28,Madhya Pradesh,Damoh,470880,5,42
2025-11-28,Madhya Pradesh,Dewas,455115,0,9
2025-11-28,Madhya Pradesh,Dewas,455336,1,16
2025-11-28,Madhya Pradesh,Dewas,455339,1,6
2025-11-28,Madhya Pradesh,Dhar,454775,1,35
2025-11-28,Madhya Pradesh,Dindori,481990,2,29
2025-11-28,Madhya Pradesh,East Nimar,450110,0,1
2025-11-28,Madhya Pradesh,East Nimar,450117,0,13
2025-11-28,Madhya Pradesh,East Nimar,450554,0,3
2025-11-28,Madhya Pradesh,East Nimar,450881,0,4
2025-11-28,Madhya Pradesh,Guna,473001,2,90
2025-11-28,Madhya Pradesh,Guna,473101,3,29
2025-11-28,Madhya Pradesh,Guna,473105,4,28
2025-11-28,Madhya Pradesh,Guna,473222,2,19
2025-11-28,Madhya Pradesh,Guna,473287,3,21
2025-11-28,Madhya Pradesh,Guna,473446,0,1
2025-11-28,Madhya Pradesh,Gwalior,474002,1,16
2025-11-28,Madhya Pradesh,Gwalior,474005,2,25
2025-11-28,Madhya Pradesh,Gwalior,474008,0,3
2025-11-28,Madhya Pradesh,Gwalior,474010,3,17
2025-11-28,Madhya Pradesh,Gwalior,474020,2,11
2025-11-28,Madhya Pradesh,Gwalior,475001,3,21
2025-11-28,Madhya Pradesh,Gwalior,475110,5,68
2025-11-28,Madhya Pradesh,Gwalior,475115,2,5
2025-11-28,Madhya Pradesh,Hoshangabad,461115,1,1
2025-11-28,Madhya Pradesh,Indore,452003,1,19
2025-11-28,Madhya Pradesh,Indore,452015,1,24
2025-11-28,Madhya Pradesh,Indore,453111,1,8
2025-11-28,Madhya Pradesh,Indore,453115,0,16
2025-11-28,Madhya Pradesh,Indore,453220,0,11
2025-11-28,Madhya Pradesh,Indore,453332,1,1
2025-11-28,Madhya Pradesh,Indore,453441,10,61
2025-11-28,Madhya Pradesh,Indore,453551,1,15
2025-11-28,Madhya Pradesh,Jabalpur,482002,5,40
2025-11-28,Madhya Pradesh,Katni,483225,0,3
2025-11-28,Madhya Pradesh,Katni,483334,0,5
2025-11-28,Madhya Pradesh,Khandwa,450112,0,1
2025-11-28,Madhya Pradesh,Khandwa,450114,0,4
2025-11-28,Madhya Pradesh,Khandwa,450116,2,14
2025-11-28,Madhya Pradesh,Khandwa,450661,1,6
2025-11-28,Madhya Pradesh,Khandwa,451115,1,0
2025-11-28,Madhya Pradesh,Khargone,451113,1,19
2025-11-28,Madhya Pradesh,Khargone,451115,2,25
2025-11-28,Madhya Pradesh,Khargone,451220,0,4
2025-11-28,Madhya Pradesh,Maihar,485775,0,8
2025-11-28,Madhya Pradesh,Mandla,481664,0,19
2025-11-28,Madhya Pradesh,Mandla,481665,0,7
2025-11-28,Madhya Pradesh,Mandsaur,458001,1,13
2025-11-28,Madhya Pradesh,Mandsaur,458771,0,1
2025-11-28,Madhya Pradesh,Mandsaur,458895,2,9
2025-11-28,Madhya Pradesh,Mauganj,486333,0,5
2025-11-28,Madhya Pradesh,Mauganj,486341,0,2
2025-11-28,Madhya Pradesh,Narmadapuram,461771,0,7
2025-11-28,Madhya Pradesh,Narsimhapur,487770,0,1
2025-11-28,Madhya Pradesh,Narsinghpur,487001,3,20
2025-11-28,Madhya Pradesh,Narsinghpur,487225,2,3
2025-11-28,Madhya Pradesh,Narsinghpur,487330,1,8
2025-11-28,Madhya Pradesh,Narsinghpur,487337,1,6
2025-11-28,Madhya Pradesh,Narsinghpur,487551,1,19
2025-11-28,Madhya Pradesh,Narsinghpur,487555,3,7
2025-11-28,Madhya Pradesh,Narsinghpur,487770,1,11
2025-11-28,Madhya Pradesh,Neemuch,458226,2,15
2025-11-28,Madhya Pradesh,Neemuch,458228,0,4
2025-11-28,Madhya Pradesh,Neemuch,458330,3,11
2025-11-28,Madhya Pradesh,Neemuch,458336,0,2
2025-11-28,Madhya Pradesh,Neemuch,458441,7,36
2025-11-28,Madhya Pradesh,Neemuch,458470,0,5
2025-11-28,Madhya Pradesh,Neemuch,458664,0,1
2025-11-28,Madhya Pradesh,Niwari,472246,0,1
2025-11-28,Madhya Pradesh,Niwari,472336,0,1
2025-11-28,Madhya Pradesh,Panna,488001,4,37
2025-11-28,Madhya Pradesh,Panna,488058,6,26
2025-11-28,Madhya Pradesh,Panna,488101,0,2
2025-11-28,Madhya Pradesh,Panna,488448,2,17
2025-11-28,Madhya Pradesh,Raisen,464672,1,7
2025-11-28,Madhya Pradesh,Raisen,464776,0,5
2025-11-28,Madhya Pradesh,Raisen,464993,1,12
2025-11-28,Madhya Pradesh,Rajgarh,465661,8,29
2025-11-28,Madhya Pradesh,Rajgarh,465677,0,12
2025-11-28,Madhya Pradesh,Rajgarh,465691,0,14
2025-11-28,Madhya Pradesh,Ratlam,457001,14,86
2025-11-28,Madhya Pradesh,Ratlam,457118,3,14
2025-11-28,Madhya Pradesh,Rewa,486002,2,4
2025-11-28,Madhya Pradesh,Rewa,486006,0,5
2025-11-28,Madhya Pradesh,Rewa,486333,1,12
2025-11-28,Madhya Pradesh,Rewa,486340,0,8
2025-11-28,Madhya Pradesh,Rewa,486556,5,29
2025-11-28,Madhya Pradesh,Sagar,470115,1,7
2025-11-28,Madhya Pradesh,Sagar,470118,1,13
2025-11-28,Madhya Pradesh,Sagar,470339,3,15
2025-11-28,Madhya Pradesh,Satna,485113,2,8
2025-11-28,Madhya Pradesh,Satna,485774,0,13
2025-11-28,Madhya Pradesh,Satna,486445,0,3
2025-11-28,Madhya Pradesh,Sehore,466113,0,2
2025-11-28,Madhya Pradesh,Sehore,466331,2,13
2025-11-28,Madhya Pradesh,Seoni,480661,6,43
2025-11-28,Madhya Pradesh,Seoni,480881,1,11
2025-11-28,Madhya Pradesh,Seoni,480887,0,16
2025-11-28,Madhya Pradesh,Seoni,480888,1,16
2025-11-28,Madhya Pradesh,Shahdol,484110,1,23
2025-11-28,Madhya Pradesh,Shajapur,465110,1,2
2025-11-28,Madhya Pradesh,Shajapur,465440,0,4
2025-11-28,Madhya Pradesh,Shajapur,465447,2,17
2025-11-28,Madhya Pradesh,Sheopur,476332,6,24
2025-11-28,Madhya Pradesh,Shivpuri,473660,4,34
2025-11-28,Madhya Pradesh,Shivpuri,473793,3,31
2025-11-28,Madhya Pradesh,Sidhi,486890,3,6
2025-11-28,Madhya Pradesh,Singrauli,486886,13,72
2025-11-28,Madhya Pradesh,Singrauli,486889,3,14
2025-11-28,Madhya Pradesh,Tikamgarh,472001,9,45
2025-11-28,Madhya Pradesh,Tikamgarh,472331,0,14
2025-11-28,Madhya Pradesh,Tikamgarh,472337,4,29
2025-11-28,Madhya Pradesh,Tikamgarh,472338,8,32
2025-11-28,Madhya Pradesh,Tikamgarh,472339,4,9
2025-11-28,Madhya Pradesh,Ujjain,456224,2,13
2025-11-28,Madhya Pradesh,Ujjain,456313,1,10
2025-11-28,Madhya Pradesh,Ujjain,456440,3,7
2025-11-28,Madhya Pradesh,Ujjain,456664,0,10
2025-11-28,Madhya Pradesh,Ujjain,456770,2,2
2025-11-28,Madhya Pradesh,Ujjain,456771,1,18
2025-11-28,Madhya Pradesh,Umaria,484552,0,3
2025-11-28,Madhya Pradesh,Vidisha,464111,0,21
2025-11-28,Madhya Pradesh,Vidisha,464331,1,16
2025-11-28,Madhya Pradesh,West Nimar,451225,0,1
2025-12-26,Madhya Pradesh,Agar Malwa,465441,3,17
2025-12-26,Madhya Pradesh,Agar Malwa,465449,6,40
2025-12-26,Madhya Pradesh,Alirajpur,457888,5,53
2025-12-26,Madhya Pradesh,Alirajpur,457893,1,14
2025-12-26,Madhya Pradesh,Ashok Nagar,473332,0,1
2025-12-26,Madhya Pradesh,Ashok Nagar,473443,6,47
2025-12-26,Madhya Pradesh,Ashok Nagar,473446,2,31
2025-12-26,Madhya Pradesh,Balaghat,481222,10,30
2025-12-26,Madhya Pradesh,Balaghat,481335,1,19
2025-12-26,Madhya Pradesh,Balaghat,481441,1,21
2025-12-26,Madhya Pradesh,Balaghat,481449,7,30
2025-12-26,Madhya Pradesh,Barwani,451447,5,45
2025-12-26,Madhya Pradesh,Barwani,451661,0,2
2025-12-26,Madhya Pradesh,Barwani,451666,32,121
2025-12-26,Madhya Pradesh,Betul,460001,11,51
2025-12-26,Madhya Pradesh,Betul,460443,2,10
2025-12-26,Madhya Pradesh,Betul,460663,2,11
2025-12-26,Madhya Pradesh,Betul,460666,3,1
2025-12-26,Madhya Pradesh,Bhind,477331,3,9
2025-12-26,Madhya Pradesh,Bhind,477333,3,9
2025-12-26,Madhya Pradesh,Bhind,477447,3,18
2025-12-26,Madhya Pradesh,Bhind,477449,2,11
2025-12-26,Madhya Pradesh,Bhind,477555,1,12
2025-12-26,Madhya Pradesh,Bhind,477557,6,44
2025-12-26,Madhya Pradesh,Bhind,477566,0,6
2025-12-26,Madhya Pradesh,Bhopal,462041,2,13
2025-12-26,Madhya Pradesh,Bhopal,462043,3,13
2025-12-26,Madhya Pradesh,Bhopal,462047,1,7
2025-12-26,Madhya Pradesh,Bhopal,462101,0,11
2025-12-26,Madhya Pradesh,Burhanpur,450332,2,9
2025-12-26,Madhya Pradesh,Chhatarpur,471001,10,63
2025-12-26,Madhya Pradesh,Chhatarpur,471501,2,19
2025-12-26,Madhya Pradesh,Chhindwara,480111,3,15
2025-12-26,Madhya Pradesh,Chhindwara,480447,0,6
2025-12-26,Madhya Pradesh,Chhindwara,480553,0,2
2025-12-26,Madhya Pradesh,Chhindwara,480559,3,40
2025-12-26,Madhya Pradesh,Damoh,470666,7,19
2025-12-26,Madhya Pradesh,Damoh,470771,0,11
2025-12-26,Madhya Pradesh,Damoh,470772,0,18
2025-12-26,Madhya Pradesh,Damoh,470775,8,61
2025-12-26,Madhya Pradesh,Datia,475336,1,29
2025-12-26,Madhya Pradesh,Datia,475661,17,127
2025-12-26,Madhya Pradesh,Datia,475685,3,9
2025-12-26,Madhya Pradesh,Datia,475686,2,21
2025-12-26,Madhya Pradesh,Dewas,452016,0,1
2025-12-26,Madhya Pradesh,Dewas,455115,1,4
2025-12-26,Madhya Pradesh,Dewas,455118,7,29
2025-12-26,Madhya Pradesh,Dewas,455332,4,24
2025-12-26,Madhya Pradesh,Dewas,455336,1,15
2025-12-26,Madhya Pradesh,Dewas,455459,2,11
2025-12-26,Madhya Pradesh,Dhar,454116,7,43
2025-12-26,Madhya Pradesh,Dhar,454331,6,79
2025-12-26,Madhya Pradesh,Dindori,481672,0,19
2025-12-26,Madhya Pradesh,Dindori,481885,1,3
2025-12-26,Madhya Pradesh,East Nimar,450051,1,1
2025-12-26,Madhya Pradesh,East Nimar,450110,0,2
2025-12-26,Madhya Pradesh,East Nimar,450551,0,7
2025-12-26,Madhya Pradesh,Guna,473118,1,4
2025-12-26,Madhya Pradesh,Guna,473331,0,10
2025-12-26,Madhya Pradesh,Guna,473446,1,0
2025-12-26,Madhya Pradesh,Gwalior,474004,9,19
2025-12-26,Madhya Pradesh,Gwalior,474009,2,13
2025-12-26,Madhya Pradesh,Gwalior,475002,2,21
2025-12-26,Madhya Pradesh,Gwalior,475115,3,15
2025-12-26,Madhya Pradesh,Gwalior,475220,10,37
2025-12-26,Madhya Pradesh,Harda *,461331,2,6
2025-12-26,Madhya Pradesh,Hoshangabad,461005,0,2
2025-12-26,Madhya Pradesh,Hoshangabad,461111,4,26
2025-12-26,Madhya Pradesh,Hoshangabad,461116,0,2
2025-12-26,Madhya Pradesh,Indore,452001,9,102
2025-12-26,Madhya Pradesh,Indore,452013,0,4
2025-12-26,Madhya Pradesh,Indore,452014,2,8
2025-12-26,Madhya Pradesh,Indore,452018,0,11
2025-12-26,Madhya Pradesh,Jabalpur,482009,0,10
2025-12-26,Madhya Pradesh,Jabalpur,482010,0,2
2025-12-26,Madhya Pradesh,Jabalpur,482021,1,11
2025-12-26,Madhya Pradesh,Jabalpur,482056,0,3
2025-12-26,Madhya Pradesh,Jabalpur,483113,3,32
2025-12-26,Madhya Pradesh,Jabalpur,483119,2,33
2025-12-26,Madhya Pradesh,Jhabua,457661,16,98
2025-12-26,Madhya Pradesh,Jhabua,457775,6,35
2025-12-26,Madhya Pradesh,Jhabua,457777,9,49
2025-12-26,Madhya Pradesh,Katni,483773,10,32
2025-12-26,Madhya Pradesh,Katni,483880,12,41
2025-12-26,Madhya Pradesh,Khandwa,450110,0,1
2025-12-26,Madhya Pradesh,Khandwa,450554,1,1
2025-12-26,Madhya Pradesh,Khandwa,451115,2,2
2025-12-26,Madhya Pradesh,Khargone,451111,4,12
2025-12-26,Madhya Pradesh,Khargone,451221,1,14
2025-12-26,Madhya Pradesh,Maihar,485771,0,9
2025-12-26,Madhya Pradesh,Maihar,485881,1,14
2025-12-26,Madhya Pradesh,Mandla,481672,3,8
2025-12-26,Madhya Pradesh,Mandsaur,458001,2,26
2025-12-26,Madhya Pradesh,Mandsaur,458558,2,12
2025-12-26,Madhya Pradesh,Mandsaur,458667,4,30
2025-12-26,Madhya Pradesh,Mauganj,486340,1,7
2025-12-26,Madhya Pradesh,Morena,476134,1,17
2025-12-26,Madhya Pradesh,Morena,476219,8,31
2025-12-26,Madhya Pradesh,Morena,476229,6,38
2025-12-26,Madhya Pradesh,Narmadapuram,461001,0,8
2025-12-26,Madhya Pradesh,Narmadapuram,461111,2,6
2025-12-26,Madhya Pradesh,Narmadapuram,461116,0,1
2025-12-26,Madhya Pradesh,Narmadapuram,461990,0,10
2025-12-26,Madhya Pradesh,Narsimhapur,487001,0,9
2025-12-26,Madhya Pradesh,Narsimhapur,487441,0,5
2025-12-26,Madhya Pradesh,Narsimhapur,487555,1,3
2025-12-26,Madhya Pradesh,Narsinghpur,487114,1,10
2025-12-26,Madhya Pradesh,Neemuch,458330,5,15
2025-12-26,Madhya Pradesh,Neemuch,458339,0,1
2025-12-26,Madhya Pradesh,Neemuch,458441,9,50
2025-12-26,Madhya Pradesh,Niwari,472336,0,4
2025-12-26,Madhya Pradesh,Pandhurna,480108,1,1
2025-12-26,Madhya Pradesh,Panna,488441,1,27
2025-12-26,Madhya Pradesh,Panna,488448,4,27
2025-12-26,Madhya Pradesh,Raisen,462046,2,22
2025-12-26,Madhya Pradesh,Rewa,486003,2,7
2025-12-26,Madhya Pradesh,Rewa,486111,5,29
2025-12-26,Madhya Pradesh,Rewa,486115,3,24
2025-12-26,Madhya Pradesh,Rewa,486117,1,29
2025-12-26,Madhya Pradesh,Rewa,486226,4,32
2025-12-26,Madhya Pradesh,Rewa,486331,2,45
2025-12-26,Madhya Pradesh,Rewa,486446,5,23
2025-12-26,Madhya Pradesh,Rewa,486450,3,12
2025-12-26,Madhya Pradesh,Sagar,470001,11,57
2025-12-26,Madhya Pradesh,Sagar,470002,6,50
2025-12-26,Madhya Pradesh,Sagar,470051,2,13
2025-12-26,Madhya Pradesh,Sagar,470117,0,20
2025-12-26,Madhya Pradesh,Sagar,470120,1,7
2025-12-26,Madhya Pradesh,Sagar,470226,4,41
2025-12-26,Madhya Pradesh,Satna,485001,8,62
2025-12-26,Madhya Pradesh,Satna,485111,5,15
2025-12-26,Madhya Pradesh,Satna,485115,2,23
2025-12-26,Madhya Pradesh,Satna,485331,3,24
2025-12-26,Madhya Pradesh,Satna,485773,1,17
2025-12-26,Madhya Pradesh,Satna,485774,4,13
2025-12-26,Madhya Pradesh,Sehore,466001,5,36
2025-12-26,Madhya Pradesh,Sehore,466111,1,7
2025-12-26,Madhya Pradesh,Sehore,466113,0,6
2025-12-26,Madhya Pradesh,Sehore,466116,6,24
2025-12-26,Madhya Pradesh,Sehore,466118,0,2
2025-12-26,Madhya Pradesh,Sehore,466120,1,4
2025-12-26,Madhya Pradesh,Sehore,466125,1,7
2025-12-26,Madhya Pradesh,Sehore,466221,0,6
2025-12-26,Madhya Pradesh,Seoni,480667,3,24
2025-12-26,Madhya Pradesh,Seoni,480881,2,8
2025-12-26,Madhya Pradesh,Shahdol,484661,1,7
2025-12-26,Madhya Pradesh,Shahdol,484771,5,42
2025-12-26,Madhya Pradesh,Shajapur,465223,0,9
2025-12-26,Madhya Pradesh,Shajapur,465333,3,27
2025-12-26,Madhya Pradesh,Shivpuri,473990,1,34
2025-12-26,Madhya Pradesh,Shivpuri,475110,0,2
2025-12-26,Madhya Pradesh,Shivpuri,475115,0,1
2025-12-26,Madhya Pradesh,Sidhi,486661,9,83
2025-12-26,Madhya Pradesh,Sidhi,486666,9,45
2025-12-26,Madhya Pradesh,Sidhi,486669,5,37
2025-12-26,Madhya Pradesh,Singrauli,486669,0,23
2025-12-26,Madhya Pradesh,Singrauli,486882,14,52
2025-12-26,Madhya Pradesh,Singrauli,486884,0,4
2025-12-26,Madhya Pradesh,Singrauli,486887,2,8
2025-12-26,Madhya Pradesh,Tikamgarh,472115,4,53
2025-12-26,Madhya Pradesh,Tikamgarh,472221,5,39
2025-12-26,Madhya Pradesh,Ujjain,456001,4,36
2025-12-26,Madhya Pradesh,Ujjain,456331,1,15
2025-12-26,Madhya Pradesh,Ujjain,456443,6,22
2025-12-26,Madhya Pradesh,Ujjain,456664,2,13
2025-12-26,Madhya Pradesh,Ujjain,456668,3,16
2025-12-26,Madhya Pradesh,Ujjain,456771,2,19
2025-12-26,Madhya Pradesh,Umaria,484001,0,15
2025-12-26,Madhya Pradesh,Umaria,484552,0,3
2025-12-26,Madhya Pradesh,Umaria,484555,3,19
2025-12-26,Madhya Pradesh,Umaria,484665,4,32
2025-12-26,Madhya Pradesh,Vidisha,464111,2,9
2025-12-26,Madhya Pradesh,West Nimar,451115,0,2
2025-12-26,Madhya Pradesh,West Nimar,451221,0,1
2025-11-25,Madhya Pradesh,Agar Malwa,465550,0,2
2025-11-25,Madhya Pradesh,Alirajpur,457882,2,7
2025-11-25,Madhya Pradesh,Anuppur,484116,0,1
2025-11-25,Madhya Pradesh,Anuppur,484224,0,6
2025-11-25,Madhya Pradesh,Anuppur,484881,0,6
2025-11-25,Madhya Pradesh,Ashok Nagar,473330,1,1
2025-11-25,Madhya Pradesh,Ashok Nagar,473443,1,13
2025-11-25,Madhya Pradesh,Balaghat,481115,2,7
2025-11-25,Madhya Pradesh,Balaghat,481222,1,9
2025-11-25,Madhya Pradesh,Balaghat,481226,2,1
2025-11-25,Madhya Pradesh,Balaghat,481332,0,2
2025-11-25,Madhya Pradesh,Balaghat,481445,0,5
2025-11-25,Madhya Pradesh,Barwani,451447,1,16
2025-11-25,Madhya Pradesh,Barwani,451449,2,6
2025-11-25,Madhya Pradesh,Betul,460110,1,5
2025-11-25,Madhya Pradesh,Betul,460225,1,4
2025-11-25,Madhya Pradesh,Betul,460668,1,3
2025-11-25,Madhya Pradesh,Bhind,477333,1,5
2025-11-25,Madhya Pradesh,Bhind,477335,0,6
2025-11-25,Madhya Pradesh,Bhind,477441,2,1
2025-11-25,Madhya Pradesh,Bhind,477445,0,3
2025-11-25,Madhya Pradesh,Bhopal,462008,1,5
2025-11-25,Madhya Pradesh,Bhopal,462010,1,8
2025-11-25,Madhya Pradesh,Bhopal,462023,5,20
2025-11-25,Madhya Pradesh,Bhopal,462036,0,3
2025-11-25,Madhya Pradesh,Bhopal,462041,1,2
2025-11-25,Madhya Pradesh,Burhanpur,450221,3,2
2025-11-25,Madhya Pradesh,Chhatarpur,471313,0,9
2025-11-25,Madhya Pradesh,Chhatarpur,471315,1,5
2025-11-25,Madhya Pradesh,Chhatarpur,471411,0,2
2025-11-25,Madhya Pradesh,Chhatarpur,471501,1,3
2025-11-25,Madhya Pradesh,Chhatarpur,471510,3,4
2025-11-25,Madhya Pradesh,Chhindwara,480107,3,3
2025-11-25,Madhya Pradesh,Chhindwara,480111,2,9
2025-11-25,Madhya Pradesh,Chhindwara,480221,0,3
2025-11-25,Madhya Pradesh,Chhindwara,480224,0,5
2025-11-25,Madhya Pradesh,Chhindwara,480338,0,1
2025-11-25,Madhya Pradesh,Chhindwara,480555,1,8
2025-11-25,Madhya Pradesh,Chhindwara,480557,0,4
2025-11-25,Madhya Pradesh,Damoh,470673,1,9
2025-11-25,Madhya Pradesh,Datia,475661,0,11
2025-11-25,Madhya Pradesh,Datia,475685,0,1
2025-11-25,Madhya Pradesh,Dewas,455115,0,1
2025-11-25,Madhya Pradesh,Dewas,455227,0,8
2025-11-25,Madhya Pradesh,Dewas,456770,0,1
2025-11-25,Madhya Pradesh,Dhar,454010,1,3
2025-11-25,Madhya Pradesh,Dhar,454331,1,28
2025-11-25,Madhya Pradesh,Dindori,481880,1,3
2025-11-25,Madhya Pradesh,East Nimar,450337,0,1
2025-11-25,Madhya Pradesh,East Nimar,450661,0,3
2025-11-25,Madhya Pradesh,Guna,473101,3,6
2025-11-25,Madhya Pradesh,Guna,473287,1,9
2025-11-25,Madhya Pradesh,Gwalior,474006,1,21
2025-11-25,Madhya Pradesh,Gwalior,474010,1,2
2025-11-25,Madhya Pradesh,Harda *,461331,0,3
2025-11-25,Madhya Pradesh,Hoshangabad,461990,2,0
2025-11-25,Madhya Pradesh,Indore,453001,0,15
2025-11-25,Madhya Pradesh,Indore,453331,1,15
2025-11-25,Madhya Pradesh,Indore,453441,2,28
2025-11-25,Madhya Pradesh,Indore,453555,0,3
2025-11-25,Madhya Pradesh,Indore,453661,1,1
2025-11-25,Madhya Pradesh,Jabalpur,482004,0,12
2025-11-25,Madhya Pradesh,Jabalpur,483001,0,3
2025-11-25,Madhya Pradesh,Jabalpur,483105,1,4
2025-11-25,Madhya Pradesh,Jabalpur,483119,1,18
2025-11-25,Madhya Pradesh,Jhabua,457993,1,5
2025-11-25,Madhya Pradesh,Katni,483773,5,14
2025-11-25,Madhya Pradesh,Khandwa,450337,0,1
2025-11-25,Madhya Pradesh,Khandwa,450881,0,2
2025-11-25,Madhya Pradesh,Khandwa,451115,0,1
2025-11-25,Madhya Pradesh,Khargone,450661,0,2
2025-11-25,Madhya Pradesh,Khargone,451115,1,9
2025-11-25,Madhya Pradesh,Mandla,481663,1,4
2025-11-25,Madhya Pradesh,Mandla,481665,0,1
2025-11-25,Madhya Pradesh,Mandla,481666,0,2
2025-11-25,Madhya Pradesh,Mandla,481771,0,1
2025-11-25,Madhya Pradesh,Mandla,481776,0,1
2025-11-25,Madhya Pradesh,Mandsaur,458002,2,5
2025-11-25,Madhya Pradesh,Mandsaur,458556,0,6
